user_id,event,timestamp
41,checkout_started,01-01-2023 10:09
43,landing_page,01-01-2023 10:00
44,landing_page,01-01-2023 10:00
45,landing_page,01-01-2023 10:00
45,product_page_view,01-01-2023 10:04
45,add_to_cart,01-01-2023 10:06
45,checkout_started,01-01-2023 10:09
45,payment_entered,01-01-2023 10:11
45,purchase_completed,01-01-2023 10:14
46,landing_page,01-01-2023 10:00
46,product_page_view,01-01-2023 10:02
46,add_to_cart,01-01-2023 10:06
47,landing_page,01-01-2023 10:00
47,product_page_view,01-01-2023 10:04
47,add_to_cart,01-01-2023 10:08
47,checkout_started,01-01-2023 10:13
47,payment_entered,01-01-2023 10:18
47,purchase_completed,01-01-2023 10:20
48,landing_page,01-01-2023 10:00
48,product_page_view,01-01-2023 10:01
48,add_to_cart,01-01-2023 10:03
48,checkout_started,01-01-2023 10:05
48,payment_entered,01-01-2023 10:09
48,purchase_completed,01-01-2023 10:12
49,landing_page,01-01-2023 10:00
49,product_page_view,01-01-2023 10:04
49,add_to_cart,01-01-2023 10:07
49,checkout_started,01-01-2023 10:11
49,payment_entered,01-01-2023 10:16
49,purchase_completed,01-01-2023 10:21
51,landing_page,01-01-2023 10:00
51,product_page_view,01-01-2023 10:01
51,add_to_cart,01-01-2023 10:04
51,checkout_started,01-01-2023 10:08
51,payment_entered,01-01-2023 10:09
51,purchase_completed,01-01-2023 10:12
53,landing_page,01-01-2023 10:00
54,landing_page,01-01-2023 10:00
54,product_page_view,01-01-2023 10:01
54,add_to_cart,01-01-2023 10:06
54,checkout_started,01-01-2023 10:10
54,payment_entered,01-01-2023 10:12
54,purchase_completed,01-01-2023 10:17
55,landing_page,01-01-2023 10:00
55,product_page_view,01-01-2023 10:04
55,add_to_cart,01-01-2023 10:07
55,checkout_started,01-01-2023 10:08
55,payment_entered,01-01-2023 10:12
55,purchase_completed,01-01-2023 10:16
56,landing_page,01-01-2023 10:00
56,product_page_view,01-01-2023 10:04
56,add_to_cart,01-01-2023 10:08
56,checkout_started,01-01-2023 10:12
56,payment_entered,01-01-2023 10:14
56,purchase_completed,01-01-2023 10:16
57,landing_page,01-01-2023 10:00
57,product_page_view,01-01-2023 10:01
57,add_to_cart,01-01-2023 10:02
58,landing_page,01-01-2023 10:00
58,product_page_view,01-01-2023 10:01
58,add_to_cart,01-01-2023 10:05
58,checkout_started,01-01-2023 10:06
58,payment_entered,01-01-2023 10:09
58,purchase_completed,01-01-2023 10:12
60,landing_page,01-01-2023 10:00
61,landing_page,01-01-2023 10:00
61,product_page_view,01-01-2023 10:04
61,add_to_cart,01-01-2023 10:09
61,checkout_started,01-01-2023 10:10
61,payment_entered,01-01-2023 10:15
61,purchase_completed,01-01-2023 10:16
62,landing_page,01-01-2023 10:00
63,landing_page,01-01-2023 10:00
63,product_page_view,01-01-2023 10:05
63,add_to_cart,01-01-2023 10:10
63,checkout_started,01-01-2023 10:14
63,payment_entered,01-01-2023 10:18
63,purchase_completed,01-01-2023 10:22
65,landing_page,01-01-2023 10:00
65,product_page_view,01-01-2023 10:02
65,add_to_cart,01-01-2023 10:05
65,checkout_started,01-01-2023 10:09
65,payment_entered,01-01-2023 10:13
65,purchase_completed,01-01-2023 10:17
66,landing_page,01-01-2023 10:00
66,product_page_view,01-01-2023 10:01
66,add_to_cart,01-01-2023 10:03
66,checkout_started,01-01-2023 10:06
66,payment_entered,01-01-2023 10:07
67,landing_page,01-01-2023 10:00
67,product_page_view,01-01-2023 10:01
67,add_to_cart,01-01-2023 10:06
67,checkout_started,01-01-2023 10:07
68,landing_page,01-01-2023 10:00
68,product_page_view,01-01-2023 10:02
68,add_to_cart,01-01-2023 10:06
68,checkout_started,01-01-2023 10:09
68,payment_entered,01-01-2023 10:14
68,purchase_completed,01-01-2023 10:18
69,landing_page,01-01-2023 10:00
69,product_page_view,01-01-2023 10:04
69,add_to_cart,01-01-2023 10:07
69,checkout_started,01-01-2023 10:08
69,payment_entered,01-01-2023 10:12
70,landing_page,01-01-2023 10:00
70,product_page_view,01-01-2023 10:04
70,add_to_cart,01-01-2023 10:06
70,checkout_started,01-01-2023 10:09
70,payment_entered,01-01-2023 10:14
70,purchase_completed,01-01-2023 10:16
71,landing_page,01-01-2023 10:00
71,product_page_view,01-01-2023 10:05
71,add_to_cart,01-01-2023 10:10
72,landing_page,01-01-2023 10:00
72,product_page_view,01-01-2023 10:04
72,add_to_cart,01-01-2023 10:06
72,checkout_started,01-01-2023 10:11
72,payment_entered,01-01-2023 10:12
72,purchase_completed,01-01-2023 10:14
73,landing_page,01-01-2023 10:00
75,landing_page,01-01-2023 10:00
75,product_page_view,01-01-2023 10:05
76,landing_page,01-01-2023 10:00
76,product_page_view,01-01-2023 10:05
76,add_to_cart,01-01-2023 10:10
76,checkout_started,01-01-2023 10:12
76,payment_entered,01-01-2023 10:17
76,purchase_completed,01-01-2023 10:22
77,landing_page,01-01-2023 10:00
77,product_page_view,01-01-2023 10:05
77,add_to_cart,01-01-2023 10:06
77,checkout_started,01-01-2023 10:11
77,payment_entered,01-01-2023 10:16
77,purchase_completed,01-01-2023 10:21
78,landing_page,01-01-2023 10:00
78,product_page_view,01-01-2023 10:02
78,add_to_cart,01-01-2023 10:04
78,checkout_started,01-01-2023 10:05
78,payment_entered,01-01-2023 10:10
81,landing_page,01-01-2023 10:00
81,product_page_view,01-01-2023 10:05
82,landing_page,01-01-2023 10:00
82,product_page_view,01-01-2023 10:01
82,add_to_cart,01-01-2023 10:02
82,checkout_started,01-01-2023 10:04
82,payment_entered,01-01-2023 10:07
82,purchase_completed,01-01-2023 10:11
85,landing_page,01-01-2023 10:00
85,product_page_view,01-01-2023 10:01
86,landing_page,01-01-2023 10:00
86,product_page_view,01-01-2023 10:01
86,add_to_cart,01-01-2023 10:05
87,landing_page,01-01-2023 10:00
87,product_page_view,01-01-2023 10:03
89,landing_page,01-01-2023 10:00
90,landing_page,01-01-2023 10:00
90,product_page_view,01-01-2023 10:02
90,add_to_cart,01-01-2023 10:07
90,checkout_started,01-01-2023 10:08
90,payment_entered,01-01-2023 10:12
90,purchase_completed,01-01-2023 10:14
91,landing_page,01-01-2023 10:00
92,landing_page,01-01-2023 10:00
92,product_page_view,01-01-2023 10:03
92,add_to_cart,01-01-2023 10:04
93,landing_page,01-01-2023 10:00
93,product_page_view,01-01-2023 10:01
93,add_to_cart,01-01-2023 10:02
93,checkout_started,01-01-2023 10:04
93,payment_entered,01-01-2023 10:08
93,purchase_completed,01-01-2023 10:13
94,landing_page,01-01-2023 10:00
94,product_page_view,01-01-2023 10:02
95,landing_page,01-01-2023 10:00
95,product_page_view,01-01-2023 10:01
95,add_to_cart,01-01-2023 10:03
95,checkout_started,01-01-2023 10:04
95,payment_entered,01-01-2023 10:07
97,landing_page,01-01-2023 10:00
97,product_page_view,01-01-2023 10:02
97,add_to_cart,01-01-2023 10:04
98,landing_page,01-01-2023 10:00
98,product_page_view,01-01-2023 10:05
98,add_to_cart,01-01-2023 10:09
98,checkout_started,01-01-2023 10:13
98,payment_entered,01-01-2023 10:18
98,purchase_completed,01-01-2023 10:21
99,landing_page,01-01-2023 10:00
99,product_page_view,01-01-2023 10:05
99,add_to_cart,01-01-2023 10:07
99,checkout_started,01-01-2023 10:08
99,payment_entered,01-01-2023 10:09
99,purchase_completed,01-01-2023 10:12
100,landing_page,01-01-2023 10:00
100,product_page_view,01-01-2023 10:03
101,landing_page,01-01-2023 10:00
102,landing_page,01-01-2023 10:00
102,product_page_view,01-01-2023 10:02
102,add_to_cart,01-01-2023 10:06
102,checkout_started,01-01-2023 10:11
102,payment_entered,01-01-2023 10:15
102,purchase_completed,01-01-2023 10:17
104,landing_page,01-01-2023 10:00
104,product_page_view,01-01-2023 10:03
104,add_to_cart,01-01-2023 10:05
105,landing_page,01-01-2023 10:00
105,product_page_view,01-01-2023 10:02
107,landing_page,01-01-2023 10:00
108,landing_page,01-01-2023 10:00
110,landing_page,01-01-2023 10:00
111,landing_page,01-01-2023 10:00
111,product_page_view,01-01-2023 10:04
111,add_to_cart,01-01-2023 10:05
111,checkout_started,01-01-2023 10:09
111,payment_entered,01-01-2023 10:13
112,landing_page,01-01-2023 10:00
112,product_page_view,01-01-2023 10:02
112,add_to_cart,01-01-2023 10:07
112,checkout_started,01-01-2023 10:09
112,payment_entered,01-01-2023 10:11
112,purchase_completed,01-01-2023 10:16
113,landing_page,01-01-2023 10:00
113,product_page_view,01-01-2023 10:05
113,add_to_cart,01-01-2023 10:10
113,checkout_started,01-01-2023 10:12
113,payment_entered,01-01-2023 10:17
113,purchase_completed,01-01-2023 10:22
116,landing_page,01-01-2023 10:00
118,landing_page,01-01-2023 10:00
118,product_page_view,01-01-2023 10:03
118,add_to_cart,01-01-2023 10:08
118,checkout_started,01-01-2023 10:13
118,payment_entered,01-01-2023 10:18
119,landing_page,01-01-2023 10:00
120,landing_page,01-01-2023 10:00
120,product_page_view,01-01-2023 10:01
120,add_to_cart,01-01-2023 10:02
120,checkout_started,01-01-2023 10:06
120,payment_entered,01-01-2023 10:08
121,landing_page,01-01-2023 10:00
121,product_page_view,01-01-2023 10:05
121,add_to_cart,01-01-2023 10:08
121,checkout_started,01-01-2023 10:12
121,payment_entered,01-01-2023 10:14
121,purchase_completed,01-01-2023 10:17
122,landing_page,01-01-2023 10:00
122,product_page_view,01-01-2023 10:03
123,landing_page,01-01-2023 10:00
123,product_page_view,01-01-2023 10:04
123,add_to_cart,01-01-2023 10:07
123,checkout_started,01-01-2023 10:12
123,payment_entered,01-01-2023 10:16
124,landing_page,01-01-2023 10:00
124,product_page_view,01-01-2023 10:01
124,add_to_cart,01-01-2023 10:03
124,checkout_started,01-01-2023 10:07
125,landing_page,01-01-2023 10:00
125,product_page_view,01-01-2023 10:04
126,landing_page,01-01-2023 10:00
126,product_page_view,01-01-2023 10:05
127,landing_page,01-01-2023 10:00
128,landing_page,01-01-2023 10:00
129,landing_page,01-01-2023 10:00
129,product_page_view,01-01-2023 10:03
129,add_to_cart,01-01-2023 10:04
129,checkout_started,01-01-2023 10:07
129,payment_entered,01-01-2023 10:11
129,purchase_completed,01-01-2023 10:14
130,landing_page,01-01-2023 10:00
130,product_page_view,01-01-2023 10:03
130,add_to_cart,01-01-2023 10:07
130,checkout_started,01-01-2023 10:10
130,payment_entered,01-01-2023 10:15
130,purchase_completed,01-01-2023 10:17
131,landing_page,01-01-2023 10:00
131,product_page_view,01-01-2023 10:03
131,add_to_cart,01-01-2023 10:04
131,checkout_started,01-01-2023 10:06
131,payment_entered,01-01-2023 10:08
131,purchase_completed,01-01-2023 10:13
132,landing_page,01-01-2023 10:00
132,product_page_view,01-01-2023 10:05
133,landing_page,01-01-2023 10:00
133,product_page_view,01-01-2023 10:01
133,add_to_cart,01-01-2023 10:02
133,checkout_started,01-01-2023 10:06
133,payment_entered,01-01-2023 10:11
133,purchase_completed,01-01-2023 10:13
134,landing_page,01-01-2023 10:00
134,product_page_view,01-01-2023 10:05
134,add_to_cart,01-01-2023 10:08
135,landing_page,01-01-2023 10:00
136,landing_page,01-01-2023 10:00
136,product_page_view,01-01-2023 10:01
136,add_to_cart,01-01-2023 10:04
137,landing_page,01-01-2023 10:00
137,product_page_view,01-01-2023 10:05
137,add_to_cart,01-01-2023 10:07
137,checkout_started,01-01-2023 10:10
138,landing_page,01-01-2023 10:00
138,product_page_view,01-01-2023 10:03
138,add_to_cart,01-01-2023 10:07
138,checkout_started,01-01-2023 10:08
138,payment_entered,01-01-2023 10:12
138,purchase_completed,01-01-2023 10:16
139,landing_page,01-01-2023 10:00
139,product_page_view,01-01-2023 10:05
139,add_to_cart,01-01-2023 10:08
141,landing_page,01-01-2023 10:00
141,product_page_view,01-01-2023 10:04
141,add_to_cart,01-01-2023 10:09
141,checkout_started,01-01-2023 10:10
141,payment_entered,01-01-2023 10:11
141,purchase_completed,01-01-2023 10:12
143,landing_page,01-01-2023 10:00
143,product_page_view,01-01-2023 10:01
143,add_to_cart,01-01-2023 10:04
143,checkout_started,01-01-2023 10:09
143,payment_entered,01-01-2023 10:10
143,purchase_completed,01-01-2023 10:15
144,landing_page,01-01-2023 10:00
144,product_page_view,01-01-2023 10:05
144,add_to_cart,01-01-2023 10:08
144,checkout_started,01-01-2023 10:13
144,payment_entered,01-01-2023 10:14
145,landing_page,01-01-2023 10:00
145,product_page_view,01-01-2023 10:05
145,add_to_cart,01-01-2023 10:09
145,checkout_started,01-01-2023 10:13
145,payment_entered,01-01-2023 10:14
146,landing_page,01-01-2023 10:00
146,product_page_view,01-01-2023 10:01
147,landing_page,01-01-2023 10:00
148,landing_page,01-01-2023 10:00
148,product_page_view,01-01-2023 10:01
148,add_to_cart,01-01-2023 10:03
149,landing_page,01-01-2023 10:00
149,product_page_view,01-01-2023 10:02
149,add_to_cart,01-01-2023 10:03
149,checkout_started,01-01-2023 10:08
150,landing_page,01-01-2023 10:00
150,product_page_view,01-01-2023 10:01
150,add_to_cart,01-01-2023 10:05
150,checkout_started,01-01-2023 10:07
150,payment_entered,01-01-2023 10:09
150,purchase_completed,01-01-2023 10:13
151,landing_page,01-01-2023 10:00
151,product_page_view,01-01-2023 10:02
151,add_to_cart,01-01-2023 10:05
151,checkout_started,01-01-2023 10:09
151,payment_entered,01-01-2023 10:14
151,purchase_completed,01-01-2023 10:18
152,landing_page,01-01-2023 10:00
152,product_page_view,01-01-2023 10:03
152,add_to_cart,01-01-2023 10:05
152,checkout_started,01-01-2023 10:08
152,payment_entered,01-01-2023 10:11
152,purchase_completed,01-01-2023 10:13
153,landing_page,01-01-2023 10:00
154,landing_page,01-01-2023 10:00
154,product_page_view,01-01-2023 10:02
155,landing_page,01-01-2023 10:00
155,product_page_view,01-01-2023 10:01
155,add_to_cart,01-01-2023 10:06
155,checkout_started,01-01-2023 10:08
155,payment_entered,01-01-2023 10:11
155,purchase_completed,01-01-2023 10:15
156,landing_page,01-01-2023 10:00
156,product_page_view,01-01-2023 10:02
156,add_to_cart,01-01-2023 10:05
156,checkout_started,01-01-2023 10:07
156,payment_entered,01-01-2023 10:09
156,purchase_completed,01-01-2023 10:10
157,landing_page,01-01-2023 10:00
157,product_page_view,01-01-2023 10:03
157,add_to_cart,01-01-2023 10:06
157,checkout_started,01-01-2023 10:10
157,payment_entered,01-01-2023 10:13
157,purchase_completed,01-01-2023 10:18
158,landing_page,01-01-2023 10:00
158,product_page_view,01-01-2023 10:04
158,add_to_cart,01-01-2023 10:08
158,checkout_started,01-01-2023 10:12
158,payment_entered,01-01-2023 10:14
159,landing_page,01-01-2023 10:00
159,product_page_view,01-01-2023 10:01
159,add_to_cart,01-01-2023 10:02
159,checkout_started,01-01-2023 10:06
159,payment_entered,01-01-2023 10:07
159,purchase_completed,01-01-2023 10:08
160,landing_page,01-01-2023 10:00
160,product_page_view,01-01-2023 10:04
160,add_to_cart,01-01-2023 10:05
160,checkout_started,01-01-2023 10:10
160,payment_entered,01-01-2023 10:14
160,purchase_completed,01-01-2023 10:18
161,landing_page,01-01-2023 10:00
161,product_page_view,01-01-2023 10:03
161,add_to_cart,01-01-2023 10:05
161,checkout_started,01-01-2023 10:07
162,landing_page,01-01-2023 10:00
162,product_page_view,01-01-2023 10:05
163,landing_page,01-01-2023 10:00
165,landing_page,01-01-2023 10:00
165,product_page_view,01-01-2023 10:01
166,landing_page,01-01-2023 10:00
167,landing_page,01-01-2023 10:00
167,product_page_view,01-01-2023 10:04
168,landing_page,01-01-2023 10:00
168,product_page_view,01-01-2023 10:03
168,add_to_cart,01-01-2023 10:07
169,landing_page,01-01-2023 10:00
170,landing_page,01-01-2023 10:00
170,product_page_view,01-01-2023 10:02
170,add_to_cart,01-01-2023 10:04
170,checkout_started,01-01-2023 10:06
171,landing_page,01-01-2023 10:00
171,product_page_view,01-01-2023 10:02
172,landing_page,01-01-2023 10:00
172,product_page_view,01-01-2023 10:05
173,landing_page,01-01-2023 10:00
173,product_page_view,01-01-2023 10:05
173,add_to_cart,01-01-2023 10:09
173,checkout_started,01-01-2023 10:11
173,payment_entered,01-01-2023 10:13
176,landing_page,01-01-2023 10:00
176,product_page_view,01-01-2023 10:02
176,add_to_cart,01-01-2023 10:04
177,landing_page,01-01-2023 10:00
177,product_page_view,01-01-2023 10:04
177,add_to_cart,01-01-2023 10:06
178,landing_page,01-01-2023 10:00
178,product_page_view,01-01-2023 10:04
178,add_to_cart,01-01-2023 10:08
178,checkout_started,01-01-2023 10:13
178,payment_entered,01-01-2023 10:16
178,purchase_completed,01-01-2023 10:21
179,landing_page,01-01-2023 10:00
179,product_page_view,01-01-2023 10:02
179,add_to_cart,01-01-2023 10:04
179,checkout_started,01-01-2023 10:08
179,payment_entered,01-01-2023 10:12
180,landing_page,01-01-2023 10:00
180,product_page_view,01-01-2023 10:02
180,add_to_cart,01-01-2023 10:07
180,checkout_started,01-01-2023 10:11
180,payment_entered,01-01-2023 10:12
181,landing_page,01-01-2023 10:00
181,product_page_view,01-01-2023 10:05
181,add_to_cart,01-01-2023 10:07
181,checkout_started,01-01-2023 10:11
182,landing_page,01-01-2023 10:00
182,product_page_view,01-01-2023 10:01
182,add_to_cart,01-01-2023 10:02
182,checkout_started,01-01-2023 10:06
182,payment_entered,01-01-2023 10:10
182,purchase_completed,01-01-2023 10:13
183,landing_page,01-01-2023 10:00
183,product_page_view,01-01-2023 10:01
183,add_to_cart,01-01-2023 10:04
183,checkout_started,01-01-2023 10:05
183,payment_entered,01-01-2023 10:08
183,purchase_completed,01-01-2023 10:12
184,landing_page,01-01-2023 10:00
184,product_page_view,01-01-2023 10:04
184,add_to_cart,01-01-2023 10:08
184,checkout_started,01-01-2023 10:09
184,payment_entered,01-01-2023 10:13
184,purchase_completed,01-01-2023 10:18
185,landing_page,01-01-2023 10:00
185,product_page_view,01-01-2023 10:03
185,add_to_cart,01-01-2023 10:06
185,checkout_started,01-01-2023 10:10
186,landing_page,01-01-2023 10:00
187,landing_page,01-01-2023 10:00
187,product_page_view,01-01-2023 10:01
188,landing_page,01-01-2023 10:00
188,product_page_view,01-01-2023 10:04
188,add_to_cart,01-01-2023 10:06
188,checkout_started,01-01-2023 10:11
188,payment_entered,01-01-2023 10:16
188,purchase_completed,01-01-2023 10:17
189,landing_page,01-01-2023 10:00
189,product_page_view,01-01-2023 10:03
189,add_to_cart,01-01-2023 10:06
189,checkout_started,01-01-2023 10:09
189,payment_entered,01-01-2023 10:12
189,purchase_completed,01-01-2023 10:15
190,landing_page,01-01-2023 10:00
190,product_page_view,01-01-2023 10:01
190,add_to_cart,01-01-2023 10:04
190,checkout_started,01-01-2023 10:09
190,payment_entered,01-01-2023 10:12
190,purchase_completed,01-01-2023 10:16
191,landing_page,01-01-2023 10:00
191,product_page_view,01-01-2023 10:03
192,landing_page,01-01-2023 10:00
192,product_page_view,01-01-2023 10:01
194,landing_page,01-01-2023 10:00
194,product_page_view,01-01-2023 10:02
194,add_to_cart,01-01-2023 10:06
194,checkout_started,01-01-2023 10:07
194,payment_entered,01-01-2023 10:09
194,purchase_completed,01-01-2023 10:12
195,landing_page,01-01-2023 10:00
195,product_page_view,01-01-2023 10:04
195,add_to_cart,01-01-2023 10:06
195,checkout_started,01-01-2023 10:08
195,payment_entered,01-01-2023 10:10
195,purchase_completed,01-01-2023 10:15
196,landing_page,01-01-2023 10:00
196,product_page_view,01-01-2023 10:05
196,add_to_cart,01-01-2023 10:09
196,checkout_started,01-01-2023 10:13
196,payment_entered,01-01-2023 10:16
196,purchase_completed,01-01-2023 10:20
197,landing_page,01-01-2023 10:00
197,product_page_view,01-01-2023 10:01
198,landing_page,01-01-2023 10:00
198,product_page_view,01-01-2023 10:01
198,add_to_cart,01-01-2023 10:04
198,checkout_started,01-01-2023 10:08
198,payment_entered,01-01-2023 10:13
198,purchase_completed,01-01-2023 10:16
199,landing_page,01-01-2023 10:00
199,product_page_view,01-01-2023 10:02
199,add_to_cart,01-01-2023 10:07
199,checkout_started,01-01-2023 10:12
199,payment_entered,01-01-2023 10:15
199,purchase_completed,01-01-2023 10:17
200,landing_page,01-01-2023 10:00
200,product_page_view,01-01-2023 10:02
200,add_to_cart,01-01-2023 10:05
201,landing_page,01-01-2023 10:00
201,product_page_view,01-01-2023 10:03
201,add_to_cart,01-01-2023 10:06
201,checkout_started,01-01-2023 10:11
201,payment_entered,01-01-2023 10:14
201,purchase_completed,01-01-2023 10:19
202,landing_page,01-01-2023 10:00
202,product_page_view,01-01-2023 10:01
202,add_to_cart,01-01-2023 10:03
202,checkout_started,01-01-2023 10:05
202,payment_entered,01-01-2023 10:09
202,purchase_completed,01-01-2023 10:11
203,landing_page,01-01-2023 10:00
203,product_page_view,01-01-2023 10:05
203,add_to_cart,01-01-2023 10:07
204,landing_page,01-01-2023 10:00
205,landing_page,01-01-2023 10:00
205,product_page_view,01-01-2023 10:03
205,add_to_cart,01-01-2023 10:06
205,checkout_started,01-01-2023 10:08
205,payment_entered,01-01-2023 10:10
205,purchase_completed,01-01-2023 10:14
206,landing_page,01-01-2023 10:00
206,product_page_view,01-01-2023 10:02
207,landing_page,01-01-2023 10:00
208,landing_page,01-01-2023 10:00
208,product_page_view,01-01-2023 10:01
208,add_to_cart,01-01-2023 10:02
209,landing_page,01-01-2023 10:00
209,product_page_view,01-01-2023 10:04
209,add_to_cart,01-01-2023 10:05
209,checkout_started,01-01-2023 10:09
211,landing_page,01-01-2023 10:00
211,product_page_view,01-01-2023 10:04
211,add_to_cart,01-01-2023 10:08
211,checkout_started,01-01-2023 10:13
211,payment_entered,01-01-2023 10:18
211,purchase_completed,01-01-2023 10:22
213,landing_page,01-01-2023 10:00
213,product_page_view,01-01-2023 10:03
213,add_to_cart,01-01-2023 10:05
213,checkout_started,01-01-2023 10:06
213,payment_entered,01-01-2023 10:11
213,purchase_completed,01-01-2023 10:16
214,landing_page,01-01-2023 10:00
214,product_page_view,01-01-2023 10:01
215,landing_page,01-01-2023 10:00
215,product_page_view,01-01-2023 10:02
216,landing_page,01-01-2023 10:00
216,product_page_view,01-01-2023 10:01
216,add_to_cart,01-01-2023 10:04
216,checkout_started,01-01-2023 10:08
216,payment_entered,01-01-2023 10:11
216,purchase_completed,01-01-2023 10:12
217,landing_page,01-01-2023 10:00
217,product_page_view,01-01-2023 10:01
217,add_to_cart,01-01-2023 10:06
217,checkout_started,01-01-2023 10:08
217,payment_entered,01-01-2023 10:13
